filename,number_transits,scorer,half,experiment,fishID,largeMalePosition,prePost,latency_plant,latency_right_screen,latency_left_screen,center,left screen,left side,plant,right screen,right side,latency_plant,latency_right_screen,latency_left_screen
mc_post_fid18_p1_FER300NDES_largeMale_none_anna_LL.csv,39,FER300NDES,p1,mc,fid18,none,post,0.234,20.821,9.076,10.717,12.045,23.887,6.707,218.348,28.062,0.234,20.821,9.076
mc_post_fid18_p1_Gadot_largeMale_none_anna_LL.csv,44,Gadot,p1,mc,fid18,none,post,2.602,21.289,9.277,9.176,14.677,21.893,6.94,222.387,24.904,2.602,21.289,9.277
mc_post_fid18_p1_GAJWANI_largeMale_none_anna_LL.csv,31,GAJWANI,p1,mc,fid18,none,post,15.129,21.534,9.787,7.471,13.616,23.514,5.446,227.469,17.718,15.129,21.534,9.787
mc_post_fid18_p2_ESTRELLADO_largeMale_right_anna_LL.csv,21,ESTRELLADO,p2,mc,fid18,right,post,255.098,0.023,243.018,4.57,8.038,4.07,1.736,269.386,12.177,255.098,0.023,243.018
mc_post_fid18_p2_FER300NDES_largeMale_right_anna_LL.csv,20,FER300NDES,p2,mc,fid18,right,post,253.252,0.256,241.104,1.069,9.074,4.276,2.932,270.603,11.79,253.252,0.256,241.104
mc_post_fid18_p2_Gadot_largeMale_right_anna_LL.csv,23,Gadot,p2,mc,fid18,right,post,254.682,2.03,241.336,1.335,9.609,4.805,1.868,239.578,42.71,254.682,2.03,241.336
mc_post_fid18_p2_GAJWANI_largeMale_right_anna_LL.csv,11,GAJWANI,p2,mc,fid18,right,post,253.858,1.106,241.046,1.331,9.876,3.737,2.672,276.472,4.806,253.858,1.106,241.046
mc_post_fid18_p3_ESTRELLADO_largeMale_left_anna_LL.csv,40,ESTRELLADO,p3,mc,fid18,left,post,0,0.503,92.628,10.506,17.145,10.248,0,242.271,19.327,300,0.503,92.628
mc_post_fid18_p3_FER300NDES_largeMale_left_anna_LL.csv,40,FER300NDES,p3,mc,fid18,left,post,0,0,91.95,8.804,14.982,12.949,0,233.259,30.006,300,0,91.95
mc_post_fid18_p3_Gadot_largeMale_left_anna_LL.csv,42,Gadot,p3,mc,fid18,left,post,97.09,0.023,92.018,6.943,15.746,12.548,2.135,240.14,22.465,97.09,0.023,92.018
mc_post_fid18_p3_GAJWANI_largeMale_left_anna_LL.csv,37,GAJWANI,p3,mc,fid18,left,post,96.966,1.671,92.161,6.678,16.278,12.814,2.138,243.02,17.401,96.966,1.671,92.161
mc_post_fid19_p1_ESTRELLADO_largeMale_none_allison_FF.csv,66,ESTRELLADO,p1,mc,fid19,none,post,11.265,29.851,43.497,39.991,69.278,42.239,51.755,54.762,41.952,11.265,29.851,43.497
mc_post_fid19_p1_FER300NDES_largeMale_none_allison_FF.csv,58,FER300NDES,p1,mc,fid19,none,post,10.021,29.339,43.854,24.458,61.796,51.05,61.325,45.144,55.867,10.021,29.339,43.854
mc_post_fid19_p1_Gadot_largeMale_none_allison_FF.csv,60,Gadot,p1,mc,fid19,none,post,11.088,29.507,44.188,26.161,65.753,49.916,58.194,47.245,50.985,11.088,29.507,44.188
mc_post_fid19_p1_GAJWANI_largeMale_none_allison_FF.csv,57,GAJWANI,p1,mc,fid19,none,post,11.034,29.451,43.869,24.55,65.364,48.693,60.063,48.659,50.18,11.034,29.451,43.869
mc_post_fid19_p2_ESTRELLADO_largeMale_left_allison_FF.csv,59,ESTRELLADO,p2,mc,fid19,left,post,0,66.053,0.023,24.089,139.153,72.038,0,27.457,36.864,300,66.053,0.023
mc_post_fid19_p2_FER300NDES_largeMale_left_allison_FF.csv,61,FER300NDES,p2,mc,fid19,left,post,0,65.738,1.341,23.254,134.285,75.076,0,23.022,42.878,300,65.738,1.341
mc_post_fid19_p2_Gadot_largeMale_left_allison_FF.csv,63,Gadot,p2,mc,fid19,left,post,0,66.239,0.023,24.558,139.986,71.01,0,22.422,41.907,300,66.239,0.023
mc_post_fid19_p2_GAJWANI_largeMale_left_allison_FF.csv,51,GAJWANI,p2,mc,fid19,left,post,0,65.948,2.152,25.364,149.376,59.579,0,24.022,39.507,300,65.948,2.152
mc_post_fid19_p3_ESTRELLADO_largeMale_right_allison_FF.csv,55,ESTRELLADO,p3,mc,fid19,right,post,56.106,7.429,0.484,48.302,24.615,32.835,56.061,93.154,44.489,56.106,7.429,0.484
mc_post_fid19_p3_FER300NDES_largeMale_right_allison_FF.csv,45,FER300NDES,p3,mc,fid19,right,post,54.628,6.947,0.942,38.693,24.491,32.931,66.434,88.455,48.026,54.628,6.947,0.942
mc_post_fid19_p3_Gadot_largeMale_right_allison_FF.csv,46,Gadot,p3,mc,fid19,right,post,56.029,6.646,0.023,41.907,28.112,31.498,57.923,89.426,50.985,56.029,6.646,0.023
mc_post_fid19_p3_GAJWANI_largeMale_right_allison_FF.csv,42,GAJWANI,p3,mc,fid19,right,post,55.84,7.26,275.258,40.848,23.349,33.554,59.492,92.667,46.108,55.84,7.26,275.258
mc_post_fid2_p1_ADAMS_largeMale_none_daisy_LL.csv,80,ADAMS,p1,mc,fid2,none,post,10.387,13.592,5.85,18.467,29.097,32.231,11.216,163.088,44.31,10.387,13.592,5.85
mc_post_fid2_p1_BALLARD_largeMale_none_daisy_LL.csv,83,BALLARD,p1,mc,fid2,none,post,10.155,13.491,5.651,18.685,28.759,33.239,10.814,162.149,46.289,10.155,13.491,5.651
mc_post_fid2_p1_BAO_largeMale_none_daisy_LL.csv,99,BAO,p1,mc,fid2,none,post,10.091,13.56,5.817,24.593,26.97,32.288,9.079,158.706,47.351,10.091,13.56,5.817
mc_post_fid2_p1_cornish_largeMale_none_daisy_LL.csv,74,cornish,p1,mc,fid2,none,post,10.601,13.805,5.797,16.282,31.488,30.707,11.473,174.602,34.191,10.601,13.805,5.797
mc_post_fid2_p1_CUI_largeMale_none_daisy_LL.csv,75,CUI,p1,mc,fid2,none,post,35.887,13.731,5.821,18.948,31.624,32.075,7.508,171.447,36.048,35.887,13.731,5.821
mc_post_fid2_p2_ADAMS_largeMale_left_daisy_LL.csv,55,ADAMS,p2,mc,fid2,left,post,0,1.829,43.204,4.539,10.407,4.006,0,233.826,47.199,300,1.829,43.204
mc_post_fid2_p2_BALLARD_largeMale_left_daisy_LL.csv,55,BALLARD,p2,mc,fid2,left,post,0,1.759,43.067,3.736,11.748,3.735,0,236.203,43.62,300,1.759,43.067
mc_post_fid2_p2_BAO_largeMale_left_daisy_LL.csv,59,BAO,p2,mc,fid2,left,post,0,2.058,43.433,4.807,10.411,4.003,0,233.045,46.743,300,2.058,43.433
mc_post_fid2_p2_cornish_largeMale_left_daisy_LL.csv,16,cornish,p2,mc,fid2,left,post,0,3.341,43.414,4.539,10.408,3.74,0,264.483,13.489,300,3.341,43.414
mc_post_fid2_p2_CUI_largeMale_left_daisy_LL.csv,20,CUI,p2,mc,fid2,left,post,0,3.663,43.439,4.27,10.408,4.543,0,263.426,13.69,300,3.663,43.439
mc_post_fid2_p3_ADAMS_largeMale_right_daisy_LL.csv,65,ADAMS,p3,mc,fid2,right,post,77.22,85.229,0.023,10.672,103.355,28.029,6.409,118.404,33.108,77.22,85.229,0.023
mc_post_fid2_p3_BALLARD_largeMale_right_daisy_LL.csv,70,BALLARD,p3,mc,fid2,right,post,77.12,84.862,2.646,9.606,102.506,27.758,6.943,120.373,32.036,77.12,84.862,2.646
mc_post_fid2_p3_BAO_largeMale_right_daisy_LL.csv,81,BAO,p3,mc,fid2,right,post,76.788,85.064,0.169,13.084,99.319,30.686,5.339,115.719,35.684,76.788,85.064,0.169
mc_post_fid2_p3_cornish_largeMale_right_daisy_LL.csv,33,cornish,p3,mc,fid2,right,post,78.035,84.976,4.226,10.148,112.241,16.289,6.134,126.809,24.153,78.035,84.976,4.226
mc_post_fid2_p3_CUI_largeMale_right_daisy_LL.csv,31,CUI,p3,mc,fid2,right,post,77.389,104.616,1.645,10.411,115.779,14.682,6.678,128.383,22.422,77.389,104.616,1.645
mc_post_fid20_p1_ESTRELLADO_largeMale_none_daniela_LS.csv,59,ESTRELLADO,p1,mc,fid20,none,post,1.499,11.608,29.881,26.767,46.797,37.493,58,92.399,37.045,1.499,11.608,29.881
mc_post_fid20_p1_FER300NDES_largeMale_none_daniela_LS.csv,56,FER300NDES,p1,mc,fid20,none,post,0.655,11.165,29.65,14.115,38.137,46.217,69.033,88.021,42.974,0.655,11.165,29.65
mc_post_fid20_p1_Gadot_largeMale_none_daniela_LS.csv,56,Gadot,p1,mc,fid20,none,post,0.023,11.331,29.749,17.355,38.974,46.293,66.565,88.356,42.434,0.023,11.331,29.749
mc_post_fid20_p1_GAJWANI_largeMale_none_daniela_LS.csv,50,GAJWANI,p1,mc,fid20,none,post,40.505,11.576,30.094,17.155,50.214,36.289,56.459,91.557,40.488,40.505,11.576,30.094
mc_post_fid20_p2_ESTRELLADO_largeMale_left_daniela_LS.csv,41,ESTRELLADO,p2,mc,fid20,left,post,121.491,89.158,0.771,17.638,112.416,20.825,7.038,128.658,12.654,121.491,89.158,0.771
mc_post_fid20_p2_FER300NDES_largeMale_left_daniela_LS.csv,45,FER300NDES,p2,mc,fid20,left,post,119.546,88.881,0.795,8.541,107.515,29.888,11.144,124.059,18.058,119.546,88.881,0.795
mc_post_fid20_p2_Gadot_largeMale_left_daniela_LS.csv,38,Gadot,p2,mc,fid20,left,post,119.745,89.048,0.023,6.405,113.312,25.362,12.278,128.205,14.415,119.745,89.048,0.023
mc_post_fid20_p2_GAJWANI_largeMale_left_daniela_LS.csv,36,GAJWANI,p2,mc,fid20,left,post,120.59,89.224,2.472,5.339,110.312,27.021,12.951,127.428,14.477,120.59,89.224,2.472
mc_post_fid20_p3_Rotholz_largeMale_right_daniela_LS.csv,51,Rotholz,p3,mc,fid20,right,post,242.967,1.926,147.272,12.811,24.824,26.603,26.028,164.166,43.642,242.967,1.926,147.272
mc_post_fid20_p3_SANCHEZ_largeMale_right_daniela_LS.csv,52,SANCHEZ,p3,mc,fid20,right,post,241.347,3.241,147.916,11.782,23.754,24.36,28.653,174.574,33.636,241.347,3.241,147.916
mc_post_fid20_p3_VASQUEZ_largeMale_right_daniela_LS.csv,54,VASQUEZ,p3,mc,fid20,right,post,240.298,0.229,150.609,25.42,20.824,23.228,20.992,173.97,35.337,240.298,0.229,150.609
mc_post_fid20_p3_Waindim_largeMale_right_daniela_LS.csv,54,Waindim,p3,mc,fid20,right,post,240.935,0.692,147.376,18.104,22.947,23.231,26.16,174.439,34.427,240.935,0.692,147.376
mc_post_fid21_p1__GONZALEZ_largeMale_none_adele_LS.csv,55,,p1,mc,fid21,largeMale,post,9.387,0.023,11.056,18.676,58.454,41.441,27.431,128.227,34.629,9.387,0.023,11.056
mc_post_fid21_p1_HAWKINS_largeMale_none_adele_LS.csv,55,HAWKINS,p1,mc,fid21,none,post,26.415,1.357,10.934,22.089,54.723,42.999,26.162,106.449,46,26.415,1.357,10.934
mc_post_fid21_p1_ihim_largeMale_none_adele_LS.csv,57,ihim,p1,mc,fid21,none,post,27.573,4.353,11.024,23.234,48.58,48.995,22.184,97.699,54.71,27.573,4.353,11.024
mc_post_fid21_p1_Ikehara_largeMale_none_adele_LS.csv,63,Ikehara,p1,mc,fid21,none,post,26.717,0.723,11.271,22.796,38.962,59.068,25.126,99.174,53.947,26.717,0.723,11.271
mc_post_fid21_p1_IYENGAR_largeMale_none_adele_LS.csv,54,IYENGAR,p1,mc,fid21,none,post,26.75,0.07,11,18.459,52.33,44.616,28.99,101.494,53.985,26.75,0.07,11
mc_post_fid21_p2_GONZALEZ_largeMale_right_adele_LS.csv,34,GONZALEZ,p2,mc,fid21,right,post,12.182,16.719,3.508,9.578,4.803,11.617,29.892,153.988,15.613,12.182,16.719,3.508
mc_post_fid21_p2_HAWKINS_largeMale_right_adele_LS.csv,65,HAWKINS,p2,mc,fid21,right,post,12.939,17.564,4.085,14.007,62.004,29.016,26.68,134.726,32.427,12.939,17.564,4.085
mc_post_fid21_p2_ihim_largeMale_right_adele_LS.csv,69,ihim,p2,mc,fid21,right,post,12.451,17.523,3.907,13.622,61.93,26.421,28.027,131.332,36.833,12.451,17.523,3.907
mc_post_fid21_p2_Ikehara_largeMale_right_adele_LS.csv,79,Ikehara,p2,mc,fid21,right,post,12.161,17.229,3.617,14.703,61.652,28.52,26.433,130.206,38.162,12.161,17.229,3.617
mc_post_fid21_p2_IYENGAR_largeMale_right_adele_LS.csv,68,IYENGAR,p2,mc,fid21,right,post,12.324,16.866,3.583,17.804,64.748,23.497,24.738,135.303,33.496,12.324,16.866,3.583
mc_post_fid21_p3_GONZALEZ_largeMale_left_adele_LS.csv,30,GONZALEZ,p3,mc,fid21,left,post,164.824,197.022,0.023,11.611,182.955,16.012,23.625,47.513,17.154,164.824,197.022,0.023
mc_post_fid21_p3_HAWKINS_largeMale_left_adele_LS.csv,29,HAWKINS,p3,mc,fid21,left,post,166.002,197.505,1.172,11.844,178.654,19.642,25.333,42.274,20.916,166.002,197.505,1.172
mc_post_fid21_p3_ihim_largeMale_left_adele_LS.csv,37,ihim,p3,mc,fid21,left,post,166.259,197.222,2.794,14.449,173.564,22.164,22.957,45.648,18.424,166.259,197.222,2.794
mc_post_fid21_p3_Ikehara_largeMale_left_adele_LS.csv,41,Ikehara,p3,mc,fid21,left,post,165.57,197.101,0.339,13.107,175.114,23.487,22.458,45.454,20.041,165.57,197.101,0.339
mc_post_fid21_p3_IYENGAR_largeMale_left_adele_LS.csv,35,IYENGAR,p3,mc,fid21,left,post,165.201,197.299,0.023,12.08,176.213,23.33,23.117,44.257,20.98,165.201,197.299,0.023
mc_post_fid22_p1_GONZALEZ_largeMale_none_bernadette_FF.csv,59,GONZALEZ,p1,mc,fid22,none,post,14.249,0.046,44.68,13.35,13.011,23.922,47.957,153.196,47.51,14.249,0.046,44.68
mc_post_fid22_p1_HAWKINS_largeMale_none_bernadette_FF.csv,71,HAWKINS,p1,mc,fid22,none,post,15.059,0.023,44.922,19.118,11.28,26.252,43.349,149.491,49.619,15.059,0.023,44.922
mc_post_fid22_p1_ihim_largeMale_none_bernadette_FF.csv,79,ihim,p1,mc,fid22,none,post,14.55,4.139,44.714,20.285,9.616,25.624,42.703,132.761,63.814,14.55,4.139,44.714
mc_post_fid22_p1_Ikehara_largeMale_none_bernadette_FF.csv,95,Ikehara,p1,mc,fid22,none,post,14.459,1.648,44.889,20.297,8.11,28.824,42.105,134.98,63.168,14.459,1.648,44.889
mc_post_fid22_p1_IYENGAR_largeMale_none_bernadette_FF.csv,73,IYENGAR,p1,mc,fid22,none,post,14.496,0.083,44.755,11.753,6.138,28.362,48.949,136.747,67.003,14.496,0.083,44.755
mc_post_fid22_p2_GONZALEZ_largeMale_left_bernadette_FF.csv,15,GONZALEZ,p2,mc,fid22,left,post,7.181,0,18.591,1.803,5.003,5.007,16.214,259.958,12.015,7.181,0,18.591
mc_post_fid22_p2_HAWKINS_largeMale_left_bernadette_FF.csv,17,HAWKINS,p2,mc,fid22,left,post,7.554,0.347,19.032,1.597,5.073,4.802,16.29,257.846,14.045,7.554,0.347,19.032
mc_post_fid22_p2_ihim_largeMale_left_bernadette_FF.csv,38,ihim,p2,mc,fid22,left,post,7.344,0.15,19.092,3.2,4.003,5.073,15.748,243.272,28.554,7.344,0.15,19.092
mc_post_fid22_p2_Ikehara_largeMale_left_bernadette_FF.csv,59,Ikehara,p2,mc,fid22,left,post,7.489,0.023,18.97,4.53,3.736,6.143,14.154,232.5,38.789,7.489,0.023,18.97
mc_post_fid22_p2_IYENGAR_largeMale_left_bernadette_FF.csv,33,IYENGAR,p2,mc,fid22,left,post,7.856,0.023,19.534,1.869,3.74,5.605,15.946,247.953,24.862,7.856,0.023,19.534
mc_post_fid22_p3_GONZALEZ_largeMale_right_bernadette_FF.csv,1,GONZALEZ,p3,mc,fid22,right,post,0,0.122,0,0,0,0,0,299.878,0,300,0.122,300
mc_post_fid22_p3_HAWKINS_largeMale_right_bernadette_FF.csv,1,HAWKINS,p3,mc,fid22,right,post,0,9.991,0,0,0,0,0,290.009,0,300,9.991,300
mc_post_fid22_p3_ihim_largeMale_right_bernadette_FF.csv,27,ihim,p3,mc,fid22,right,post,0,1.972,0,0,0,0,0,287.88,10.148,300,1.972,300
mc_post_fid22_p3_Ikehara_largeMale_right_bernadette_FF.csv,51,Ikehara,p3,mc,fid22,right,post,0,0.267,0,0,0,0,0,279.948,19.785,300,0.267,300
mc_post_fid22_p3_IYENGAR_largeMale_right_bernadette_FF.csv,23,IYENGAR,p3,mc,fid22,right,post,0,0.023,0,0,0,0,0,290.243,9.734,300,0.023,300
mc_post_fid23_p1_GONZALEZ_largeMale_none_bess_LL.csv,33,GONZALEZ,p1,mc,fid23,none,post,0.023,7.584,12.123,3.471,135.393,11.009,137.828,7.472,4.804,0.023,7.584,12.123
mc_post_fid23_p1_HAWKINS_largeMale_none_bess_LL.csv,31,HAWKINS,p1,mc,fid23,none,post,3.462,8.863,12.972,2.094,133.941,15.12,134.104,6.136,5.143,3.462,8.863,12.972
mc_post_fid23_p1_ihim_largeMale_none_bess_LL.csv,33,ihim,p1,mc,fid23,none,post,0.747,7.953,12.491,2.705,133.013,14.82,136.707,7.206,4.802,0.747,7.953,12.491
mc_post_fid23_p1_Ikehara_largeMale_none_bess_LL.csv,45,Ikehara,p1,mc,fid23,none,post,2.293,7.896,12.704,5.413,129.412,17.973,133.418,6.673,4.804,2.293,7.896,12.704
mc_post_fid23_p1_IYENGAR_largeMale_none_bess_LL.csv,37,IYENGAR,p1,mc,fid23,none,post,0.221,7.9,12.437,2.664,132.656,15.849,137.135,6.938,4.537,0.221,7.9,12.437
mc_post_fid23_p2_GONZALEZ_largeMale_left_bess_LL.csv,58,GONZALEZ,p2,mc,fid23,left,post,26.179,51.437,0.023,13.616,34.458,50.389,121.523,44.576,26.692,26.179,51.437,0.023
mc_post_fid23_p2_HAWKINS_largeMale_left_bess_LL.csv,58,HAWKINS,p2,mc,fid23,left,post,26.394,52.75,57.358,15.649,32.071,52.227,122.027,45.892,29.503,26.394,52.75,57.358
mc_post_fid23_p2_ihim_largeMale_left_bess_LL.csv,61,ihim,p2,mc,fid23,left,post,26.781,52.94,1.423,16.278,32.649,52.224,119.244,39.422,38.381,26.781,52.94,1.423
mc_post_fid23_p2_Ikehara_largeMale_left_bess_LL.csv,75,Ikehara,p2,mc,fid23,left,post,26.489,52.384,0.064,20.799,33.506,52.526,119.704,40.265,33.048,26.489,52.384,0.064
mc_post_fid23_p2_IYENGAR_largeMale_left_bess_LL.csv,60,IYENGAR,p2,mc,fid23,left,post,26.393,52.182,57.257,18.928,30.965,55.246,120.201,42.575,31.255,26.393,52.182,57.257
mc_post_fid23_p3_GONZALEZ_largeMale_right_bess_LL.csv,43,GONZALEZ,p3,mc,fid23,right,post,0.735,25.792,36.203,15.747,90.496,23.215,62.968,84.118,22.721,0.735,25.792,36.203
mc_post_fid23_p3_HAWKINS_largeMale_right_bess_LL.csv,41,HAWKINS,p3,mc,fid23,right,post,1.179,26.304,37.082,15.941,90.218,21.086,64.811,83.568,23.197,1.179,26.304,37.082
mc_post_fid23_p3_ihim_largeMale_right_bess_LL.csv,90,ihim,p3,mc,fid23,right,post,1.701,26.26,36.938,13.613,85.682,26.428,64.599,85.02,22.957,1.701,26.26,36.938
mc_post_fid23_p3_Ikehara_largeMale_right_bess_LL.csv,62,Ikehara,p3,mc,fid23,right,post,0.127,26.039,36.717,20.86,81.939,30.972,59.773,80.163,26.166,0.127,26.039,36.717
mc_post_fid23_p3_IYENGAR_largeMale_right_bess_LL.csv,45,IYENGAR,p3,mc,fid23,right,post,0.214,26.337,37.019,14.785,84.98,28.864,64.366,79.67,27.121,0.214,26.337,37.019
mc_post_fid24_p1_GONZALEZ_largeMale_none_ariana_LS.csv,27,GONZALEZ,p1,mc,fid24,none,post,31.604,47.922,62.336,2.938,8.005,47.504,52.651,170.995,17.692,31.604,47.922,62.336
mc_post_fid24_p1_HAWKINS_largeMale_none_ariana_LS.csv,24,HAWKINS,p1,mc,fid24,none,post,33.281,48.262,64.178,5.167,5.1,52.011,51.47,171.774,13.871,33.281,48.262,64.178
mc_post_fid24_p1_ihim_largeMale_none_ariana_LS.csv,29,ihim,p1,mc,fid24,none,post,32.742,48.394,63.04,5.722,7.298,44.125,52.576,169.894,17.154,32.742,48.394,63.04
mc_post_fid24_p1_Ikehara_largeMale_none_ariana_LS.csv,36,Ikehara,p1,mc,fid24,none,post,31.945,48.062,63.814,6.14,4.267,50.61,50.981,164.605,23.182,31.945,48.062,63.814
mc_post_fid24_p1_IYENGAR_largeMale_none_ariana_LS.csv,30,IYENGAR,p1,mc,fid24,none,post,32.113,48.33,64.047,4.47,4.537,51.342,50.686,166.618,22.324,32.113,48.33,64.047
mc_post_fid24_p2_GONZALEZ_largeMale_left_ariana_LS.csv,17,GONZALEZ,p2,mc,fid24,left,post,264.437,0.023,137.711,6.676,124.325,23.221,6.467,132.349,6.939,264.437,0.023,137.711
mc_post_fid24_p2_HAWKINS_largeMale_left_ariana_LS.csv,13,HAWKINS,p2,mc,fid24,left,post,267.653,272.256,139.491,6.133,128.16,21.448,4.768,3.838,3.07,267.653,272.256,139.491
mc_post_fid24_p2_ihim_largeMale_left_ariana_LS.csv,23,ihim,p2,mc,fid24,left,post,264.878,0.581,139.345,6.804,120.905,25.64,5.33,133.526,7.214,264.878,0.581,139.345
mc_post_fid24_p2_Ikehara_largeMale_left_ariana_LS.csv,46,Ikehara,p2,mc,fid24,left,post,266.216,0.023,137.821,9.689,117.725,29.245,3.654,128.991,10.673,266.216,0.023,137.821
mc_post_fid24_p2_IYENGAR_largeMale_left_ariana_LS.csv,25,IYENGAR,p2,mc,fid24,left,post,265.884,0.023,138.56,8.441,121.726,25.217,4.453,129.728,10.412,265.884,0.023,138.56
mc_post_fid24_p3_GONZALEZ_largeMale_right_ariana_LS.csv,13,GONZALEZ,p3,mc,fid24,right,post,0.023,3.411,28.501,6.406,261.89,15.484,1.516,7.739,6.942,0.023,3.411,28.501
mc_post_fid24_p3_HAWKINS_largeMale_right_ariana_LS.csv,11,HAWKINS,p3,mc,fid24,right,post,3.422,7.325,28.749,6.909,261.852,13.052,3.834,6.839,3.908,3.422,7.325,28.749
mc_post_fid24_p3_ihim_largeMale_right_ariana_LS.csv,34,ihim,p3,mc,fid24,right,post,0,6.147,27.372,6.738,249.644,26.088,0,6.275,7.21,300,6.147,27.372
mc_post_fid24_p3_Ikehara_largeMale_right_ariana_LS.csv,48,Ikehara,p3,mc,fid24,right,post,0.917,4.12,28.71,6.669,242.341,34.821,1.071,5.368,8.813,0.917,4.12,28.71
mc_post_fid24_p3_IYENGAR_largeMale_right_ariana_LS.csv,31,IYENGAR,p3,mc,fid24,right,post,0.023,5.358,28.18,6.671,251.883,25.012,1.329,5.738,9.344,0.023,5.358,28.18
mc_post_fid25_p1_GONZALEZ_largeMale_none_amy_FF.csv,23,GONZALEZ,p1,mc,fid25,none,post,0.023,74.215,34.308,7.742,198.726,27.494,53.869,6.408,5.738,0.023,74.215,34.308
mc_post_fid25_p1_HAWKINS_largeMale_none_amy_FF.csv,18,HAWKINS,p1,mc,fid25,none,post,0.918,75.863,34.418,6.906,200.555,26.083,53.472,5.369,6.137,0.918,75.863,34.418
mc_post_fid25_p1_ihim_largeMale_none_amy_FF.csv,31,ihim,p1,mc,fid25,none,post,11.929,76.081,34.381,8.304,190.488,36.982,40.198,4.678,7.33,11.929,76.081,34.381
mc_post_fid25_p1_Ikehara_largeMale_none_amy_FF.csv,40,Ikehara,p1,mc,fid25,none,post,0.023,74.365,34.322,9.869,185.322,40.842,52.19,6.132,5.611,0.023,74.365,34.322
mc_post_fid25_p1_IYENGAR_largeMale_none_amy_FF.csv,29,IYENGAR,p1,mc,fid25,none,post,0.023,74.292,34.885,8.103,193.405,32.995,53.653,6.306,5.407,0.023,74.292,34.885
mc_post_fid25_p2_GONZALEZ_largeMale_left_amy_FF.csv,31,GONZALEZ,p2,mc,fid25,left,post,138.484,129.142,0.023,10.144,119.106,37.906,12.279,104.526,16.016,138.484,129.142,0.023
mc_post_fid25_p2_HAWKINS_largeMale_left_amy_FF.csv,28,HAWKINS,p2,mc,fid25,left,post,141.467,129.956,106.166,9.217,14.568,46.055,12.277,99.196,19.952,141.467,129.956,106.166
mc_post_fid25_p2_ihim_largeMale_left_amy_FF.csv,37,ihim,p2,mc,fid25,left,post,139.158,129.312,3.616,8.818,123.232,34.155,11.872,99.434,18.792,139.158,129.312,3.616
mc_post_fid25_p2_Ikehara_largeMale_left_amy_FF.csv,45,Ikehara,p2,mc,fid25,left,post,139.165,129.019,0.108,12.286,115.833,41.375,10.404,97.842,22.152,139.165,129.019,0.108
mc_post_fid25_p2_IYENGAR_largeMale_left_amy_FF.csv,34,IYENGAR,p2,mc,fid25,left,post,138.962,129.085,0.023,7.473,120.02,37.646,11.079,102.921,20.838,138.962,129.085,0.023
mc_post_fid25_p3_GONZALEZ_largeMale_right_amy_FF.csv,24,GONZALEZ,p3,mc,fid25,right,post,47.453,0.023,89.995,0,65.099,42.276,66.032,109.925,16.552,47.453,0.023,89.995
mc_post_fid25_p3_HAWKINS_largeMale_right_amy_FF.csv,23,HAWKINS,p3,mc,fid25,right,post,49.171,0.45,88.306,0,91.352,18.458,64.469,108.952,16.112,49.171,0.45,88.306
mc_post_fid25_p3_ihim_largeMale_right_amy_FF.csv,35,ihim,p3,mc,fid25,right,post,47.927,2.549,87.561,0,88.66,18.65,66.238,105.204,18.276,47.927,2.549,87.561
mc_post_fid25_p3_Ikehara_largeMale_right_amy_FF.csv,49,Ikehara,p3,mc,fid25,right,post,48.065,0.023,90.139,5.075,84.347,23.491,60.329,101.117,25.618,48.065,0.023,90.139
mc_post_fid25_p3_IYENGAR_largeMale_right_amy_FF.csv,31,IYENGAR,p3,mc,fid25,right,post,48.168,0.023,90.177,0,87.314,18.988,66.965,103.614,23.096,48.168,0.023,90.177
mc_post_fid26_p1_GONZALEZ_largeMale_none_beverly_LS.csv,3,GONZALEZ,p1,mc,fid26,none,post,0,0.023,0,0,0,0,0,296.241,3.736,300,0.023,300
mc_post_fid26_p1_HAWKINS_largeMale_none_beverly_LS.csv,3,HAWKINS,p1,mc,fid26,none,post,0,1.975,0,0,0,0,0,295.717,2.308,300,1.975,300
mc_post_fid26_p1_ihim_largeMale_none_beverly_LS.csv,11,ihim,p1,mc,fid26,none,post,0,2.633,0,0,0,0,0,286.955,10.412,300,2.633,300
mc_post_fid26_p1_Ikehara_largeMale_none_beverly_LS.csv,31,Ikehara,p1,mc,fid26,none,post,0,0.107,0,0,0,0,0,285.644,14.249,300,0.107,300
mc_post_fid26_p1_IYENGAR_largeMale_none_beverly_LS.csv,11,IYENGAR,p1,mc,fid26,none,post,0,0.023,0,0,0,0,0,290.41,9.567,300,0.023,300
mc_post_fid26_p2_GONZALEZ_largeMale_left_beverly_LS.csv,30,GONZALEZ,p2,mc,fid26,left,post,208.899,0.023,225.883,10.52,20.022,14.21,23.359,220.918,10.948,208.899,0.023,225.883
mc_post_fid26_p2_HAWKINS_largeMale_left_beverly_LS.csv,29,HAWKINS,p2,mc,fid26,left,post,212.749,0.335,226.563,5.375,22.253,13.812,22.263,220.358,15.604,212.749,0.335,226.563
mc_post_fid26_p2_ihim_largeMale_left_beverly_LS.csv,32,ihim,p2,mc,fid26,left,post,208.868,1.894,225.525,9.161,20.702,12.472,25.933,215.816,14.022,208.868,1.894,225.525
mc_post_fid26_p2_Ikehara_largeMale_left_beverly_LS.csv,43,Ikehara,p2,mc,fid26,left,post,209.644,0.092,225.962,12.254,19.218,14.716,21.357,217.738,14.625,209.644,0.092,225.962
