experiment,fishID,half,code,prePost,largeMalePosition,fishName,treatment,totalTime,number_transits
mc,fid2,p3,right side,pre,left,daisy,LL.csv,4.802,19
mc,fid20,p1,center,post,none,daniela,LS.csv,17.254999999999963,56
mc,fid20,p1,center,pre,none,daniela,LS.csv,22.64700000000001,58
mc,fid20,p1,left screen,post,none,daniela,LS.csv,42.88549999999995,56
mc,fid20,p1,left screen,pre,none,daniela,LS.csv,19.890000000000008,58
mc,fid20,p1,left side,post,none,daniela,LS.csv,41.85500000000003,56
mc,fid20,p1,left side,pre,none,daniela,LS.csv,28.029500000000013,58
mc,fid20,p1,plant,post,none,daniela,LS.csv,62.2825,56
mc,fid20,p1,plant,pre,none,daniela,LS.csv,42.015000000000015,58
mc,fid20,p1,right screen,post,none,daniela,LS.csv,89.95650000000003,56
mc,fid20,p1,right screen,pre,none,daniela,LS.csv,150.04399999999995,58
mc,fid20,p1,right side,post,none,daniela,LS.csv,41.460999999999984,56
mc,fid20,p1,right side,pre,none,daniela,LS.csv,36.05250000000002,58
mc,fid20,p2,center,post,left,daniela,LS.csv,7.473000000000013,39.5
mc,fid20,p2,center,pre,right,daniela,LS.csv,8.892999999999986,47
mc,fid20,p2,left screen,post,left,daniela,LS.csv,111.36399999999998,39.5
mc,fid20,p2,left screen,pre,right,daniela,LS.csv,24.39300000000003,47
mc,fid20,p2,left side,post,left,daniela,LS.csv,26.191499999999976,39.5
mc,fid20,p2,left side,pre,right,daniela,LS.csv,9.080999999999975,47
mc,fid20,p2,plant,post,left,daniela,LS.csv,11.710999999999991,39.5
mc,fid20,p2,plant,pre,right,daniela,LS.csv,6.8519999999999754,47
mc,fid20,p2,right screen,post,left,daniela,LS.csv,127.81649999999996,39.5
mc,fid20,p2,right screen,pre,right,daniela,LS.csv,206.67850000000004,47
mc,fid20,p2,right side,post,left,daniela,LS.csv,14.446000000000026,39.5
mc,fid20,p2,right side,pre,right,daniela,LS.csv,43.188,47
mc,fid20,p3,center,post,right,daniela,LS.csv,15.457499999999953,53
mc,fid20,p3,center,pre,left,daniela,LS.csv,5.521500000000003,54
mc,fid20,p3,left screen,post,right,daniela,LS.csv,23.350499999999997,53
mc,fid20,p3,left screen,pre,left,daniela,LS.csv,181.72199999999998,54
mc,fid20,p3,left side,post,right,daniela,LS.csv,23.79550000000006,53
mc,fid20,p3,left side,pre,left,daniela,LS.csv,75.31700000000001,54
mc,fid20,p3,plant,post,right,daniela,LS.csv,26.094000000000023,53
mc,fid20,p3,plant,pre,left,daniela,LS.csv,5.729499999999959,54
mc,fid20,p3,right screen,post,right,daniela,LS.csv,174.2045,53
mc,fid20,p3,right screen,pre,left,daniela,LS.csv,22.603499999999983,54
mc,fid20,p3,right side,post,right,daniela,LS.csv,34.881999999999984,53
mc,fid20,p3,right side,pre,left,daniela,LS.csv,7.478000000000009,54
mc,fid21,p1,center,post,largeMale,none,adele,18.675999999999988,55
mc,fid21,p1,center,post,none,adele,LS.csv,22.442499999999978,56
mc,fid21,p1,left screen,post,largeMale,none,adele,58.454000000000015,55
mc,fid21,p1,left screen,post,none,adele,LS.csv,50.455000000000005,56
mc,fid21,p1,left side,post,largeMale,none,adele,41.44099999999998,55
mc,fid21,p1,left side,post,none,adele,LS.csv,46.805499999999995,56
mc,fid21,p1,plant,post,largeMale,none,adele,27.430999999999965,55
mc,fid21,p1,plant,post,none,adele,LS.csv,25.64400000000002,56
mc,fid21,p1,plant,pre,none,adele,LS.csv,299.786,1
mc,fid21,p1,right screen,post,largeMale,none,adele,128.22699999999995,55
mc,fid21,p1,right screen,post,none,adele,LS.csv,100.334,56
mc,fid21,p1,right side,post,largeMale,none,adele,34.6290000000001,55
mc,fid21,p1,right side,post,none,adele,LS.csv,53.96600000000002,56
mc,fid21,p2,center,post,right,adele,LS.csv,14.007000000000044,68
mc,fid21,p2,left screen,post,right,adele,LS.csv,61.93000000000006,68
mc,fid21,p2,left side,post,right,adele,LS.csv,26.420999999999985,68
mc,fid21,p2,plant,post,right,adele,LS.csv,26.67999999999998,68
mc,fid21,p2,plant,pre,left,adele,LS.csv,299.977,1
mc,fid21,p2,right screen,post,right,adele,LS.csv,134.726,68
mc,fid21,p2,right side,post,right,adele,LS.csv,33.495999999999995,68
mc,fid21,p3,center,post,left,adele,LS.csv,12.080000000000013,35
mc,fid21,p3,left screen,post,left,adele,LS.csv,176.213,35
mc,fid21,p3,left side,post,left,adele,LS.csv,22.164000000000016,35
mc,fid21,p3,plant,post,left,adele,LS.csv,23.11700000000002,35
mc,fid21,p3,plant,pre,right,adele,LS.csv,298.977,1
mc,fid21,p3,right screen,post,left,adele,LS.csv,45.45399999999992,35
mc,fid21,p3,right side,post,left,adele,LS.csv,20.041000000000082,35
mc,fid22,p1,center,post,none,bernadette,FF.csv,19.117999999999967,73
mc,fid22,p1,center,pre,none,bernadette,FF.csv,9.340999999999994,55
mc,fid22,p1,left screen,post,none,bernadette,FF.csv,9.615999999999985,73
mc,fid22,p1,left screen,pre,none,bernadette,FF.csv,10.426000000000002,55
mc,fid22,p1,left side,post,none,bernadette,FF.csv,26.252000000000002,73
mc,fid22,p1,left side,pre,none,bernadette,FF.csv,12.549499999999998,55
mc,fid22,p1,plant,post,none,bernadette,FF.csv,43.349000000000025,73
mc,fid22,p1,plant,pre,none,bernadette,FF.csv,15.682500000000001,55
mc,fid22,p1,right screen,post,none,bernadette,FF.csv,136.74699999999996,73
mc,fid22,p1,right screen,pre,none,bernadette,FF.csv,223.985,55
mc,fid22,p1,right side,post,none,bernadette,FF.csv,63.16800000000006,73
mc,fid22,p1,right side,pre,none,bernadette,FF.csv,27.810999999999986,55
mc,fid22,p2,center,post,left,bernadette,FF.csv,1.8690000000000033,33
mc,fid22,p2,left screen,post,left,bernadette,FF.csv,4.003,33
mc,fid22,p2,left side,post,left,bernadette,FF.csv,5.073,33
mc,fid22,p2,plant,post,left,bernadette,FF.csv,15.945999999999996,33
mc,fid22,p2,right screen,post,left,bernadette,FF.csv,247.95299999999997,33
mc,fid22,p2,right screen,pre,right,bernadette,FF.csv,277.67249999999996,50
mc,fid22,p2,right side,post,left,bernadette,FF.csv,24.862000000000016,33
mc,fid22,p2,right side,pre,right,bernadette,FF.csv,21.025500000000036,50
mc,fid22,p3,center,pre,left,bernadette,FF.csv,2.299999999999997,28
mc,fid22,p3,left screen,pre,left,bernadette,FF.csv,5.472000000000001,28
mc,fid22,p3,left side,pre,left,bernadette,FF.csv,2.405999999999999,28
mc,fid22,p3,plant,pre,left,bernadette,FF.csv,4.276499999999999,28
mc,fid22,p3,right screen,post,right,bernadette,FF.csv,290.009,23
mc,fid22,p3,right screen,pre,left,bernadette,FF.csv,262.08,28
mc,fid22,p3,right side,post,right,bernadette,FF.csv,10.148000000000074,27
mc,fid22,p3,right side,pre,left,bernadette,FF.csv,23.040499999999994,28
mc,fid23,p1,center,post,none,bess,LL.csv,2.705,33
mc,fid23,p1,center,pre,none,bess,LL.csv,8.072000000000006,63.5
mc,fid23,p1,left screen,post,none,bess,LL.csv,133.01299999999995,33
mc,fid23,p1,left screen,pre,none,bess,LL.csv,126.5675,63.5
mc,fid23,p1,left side,post,none,bess,LL.csv,15.119999999999985,33
mc,fid23,p1,left side,pre,none,bess,LL.csv,46.803000000000004,63.5
mc,fid23,p1,plant,post,none,bess,LL.csv,136.707,33
mc,fid23,p1,plant,pre,none,bess,LL.csv,51.11599999999997,63.5
mc,fid23,p1,right screen,post,none,bess,LL.csv,6.938000000000001,33
mc,fid23,p1,right screen,pre,none,bess,LL.csv,49.93199999999996,63.5
mc,fid23,p1,right side,post,none,bess,LL.csv,4.804000000000001,33
mc,fid23,p1,right side,pre,none,bess,LL.csv,18.049500000000023,63.5
mc,fid23,p2,center,post,left,bess,LL.csv,16.277999999999977,60
mc,fid23,p2,center,pre,right,bess,LL.csv,8.935000000000004,61
mc,fid23,p2,left screen,post,left,bess,LL.csv,32.649,60
mc,fid23,p2,left screen,pre,right,bess,LL.csv,25.801499999999983,61
mc,fid23,p2,left side,post,left,bess,LL.csv,52.226999999999954,60
mc,fid23,p2,left side,pre,right,bess,LL.csv,17.445500000000024,61
mc,fid23,p2,plant,post,left,bess,LL.csv,120.20099999999996,60
mc,fid23,p2,plant,pre,right,bess,LL.csv,20.460499999999968,61
mc,fid23,p2,right screen,post,left,bess,LL.csv,42.57500000000004,60
mc,fid23,p2,right screen,pre,right,bess,LL.csv,202.63850000000002,61
mc,fid23,p2,right side,post,left,bess,LL.csv,31.254999999999953,60
mc,fid23,p2,right side,pre,right,bess,LL.csv,25.004499999999936,61
mc,fid23,p3,center,post,right,bess,LL.csv,15.747000000000018,45
mc,fid23,p3,center,pre,left,bess,LL.csv,5.329999999999997,70
mc,fid23,p3,left screen,post,right,bess,LL.csv,85.68199999999999,45
mc,fid23,p3,left screen,pre,left,bess,LL.csv,87.47249999999998,70
mc,fid23,p3,left side,post,right,bess,LL.csv,26.42800000000004,45
mc,fid23,p3,left side,pre,left,bess,LL.csv,48.87649999999999,70
mc,fid23,p3,plant,post,right,bess,LL.csv,64.36600000000001,45
mc,fid23,p3,plant,pre,left,bess,LL.csv,47.0655,70
mc,fid23,p3,right screen,post,right,bess,LL.csv,83.56800000000001,45
mc,fid23,p3,right screen,pre,left,bess,LL.csv,78.24250000000004,70
mc,fid23,p3,right side,post,right,bess,LL.csv,23.197000000000003,45
mc,fid23,p3,right side,pre,left,bess,LL.csv,32.12649999999997,70
mc,fid24,p1,center,post,none,ariana,LS.csv,5.1669999999999945,29
mc,fid24,p1,center,pre,none,ariana,LS.csv,30.344000000000026,42
mc,fid24,p1,left screen,post,none,ariana,LS.csv,5.099999999999994,29
mc,fid24,p1,left screen,pre,none,ariana,LS.csv,190.51,42
mc,fid24,p1,left side,post,none,ariana,LS.csv,50.60999999999997,29
mc,fid24,p1,left side,pre,none,ariana,LS.csv,28.42850000000001,42
mc,fid24,p1,plant,post,none,ariana,LS.csv,51.46999999999998,29
mc,fid24,p1,plant,pre,none,ariana,LS.csv,25.688499999999998,42
mc,fid24,p1,right screen,post,none,ariana,LS.csv,169.894,29
mc,fid24,p1,right screen,pre,none,ariana,LS.csv,13.250499999999988,42
mc,fid24,p1,right side,post,none,ariana,LS.csv,17.69200000000002,29
mc,fid24,p1,right side,pre,none,ariana,LS.csv,10.913499999999978,42
mc,fid24,p2,center,post,left,ariana,LS.csv,6.804000000000002,23
mc,fid24,p2,center,pre,right,ariana,LS.csv,2.832999999999998,54
mc,fid24,p2,left screen,post,left,ariana,LS.csv,121.72599999999997,23
mc,fid24,p2,left screen,pre,right,ariana,LS.csv,5.6854999999999984,54
mc,fid24,p2,left side,post,left,ariana,LS.csv,25.217000000000013,23
mc,fid24,p2,left side,pre,right,ariana,LS.csv,11.617499999999996,54
mc,fid24,p2,plant,post,left,ariana,LS.csv,4.767999999999972,23
mc,fid24,p2,plant,pre,right,ariana,LS.csv,11.158000000000001,54
mc,fid24,p2,right screen,post,left,ariana,LS.csv,129.72800000000007,23
mc,fid24,p2,right screen,pre,right,ariana,LS.csv,253.18,54
mc,fid24,p2,right side,post,left,ariana,LS.csv,7.21399999999997,23
mc,fid24,p2,right side,pre,right,ariana,LS.csv,13.66249999999997,54
mc,fid24,p3,center,post,right,ariana,LS.csv,6.670999999999999,31
mc,fid24,p3,center,pre,left,ariana,LS.csv,2.534499999999994,40
mc,fid24,p3,left screen,post,right,ariana,LS.csv,251.88299999999998,31
mc,fid24,p3,left screen,pre,left,ariana,LS.csv,107.94699999999997,40
mc,fid24,p3,left side,post,right,ariana,LS.csv,25.01200000000001,31
mc,fid24,p3,left side,pre,left,ariana,LS.csv,22.019500000000036,40
mc,fid24,p3,plant,post,right,ariana,LS.csv,1.4225,22
mc,fid24,p3,plant,pre,left,ariana,LS.csv,6.542999999999992,40
mc,fid24,p3,right screen,post,right,ariana,LS.csv,6.275,31
mc,fid24,p3,right screen,pre,left,ariana,LS.csv,152.493,40
mc,fid24,p3,right side,post,right,ariana,LS.csv,7.210000000000001,31
mc,fid24,p3,right side,pre,left,ariana,LS.csv,7.306499999999988,40
mc,fid25,p1,center,post,none,amy,FF.csv,8.102999999999994,29
mc,fid25,p1,center,pre,none,amy,FF.csv,7.473500000000014,46
mc,fid25,p1,left screen,post,none,amy,FF.csv,193.40499999999997,29
mc,fid25,p1,left screen,pre,none,amy,FF.csv,209.2404999999999,46
mc,fid25,p1,left side,post,none,amy,FF.csv,32.995000000000005,29
mc,fid25,p1,left side,pre,none,amy,FF.csv,38.54150000000008,46
mc,fid25,p1,plant,post,none,amy,FF.csv,53.471999999999994,29
mc,fid25,p1,plant,pre,none,amy,FF.csv,3.2040000000000077,45
mc,fid25,p1,right screen,post,none,amy,FF.csv,6.132000000000005,29
mc,fid25,p1,right screen,pre,none,amy,FF.csv,23.778,46
mc,fid25,p1,right side,post,none,amy,FF.csv,5.7379999999999995,29
mc,fid25,p1,right side,pre,none,amy,FF.csv,17.189999999999998,46
mc,fid25,p2,center,post,left,amy,FF.csv,9.217000000000041,34
mc,fid25,p2,center,pre,right,amy,FF.csv,1.5344999999999942,25.5
mc,fid25,p2,left screen,post,left,amy,FF.csv,119.106,34
mc,fid25,p2,left screen,pre,right,amy,FF.csv,161.5385,25.5
mc,fid25,p2,left side,post,left,amy,FF.csv,37.906000000000034,34
mc,fid25,p2,left side,pre,right,amy,FF.csv,5.539499999999999,25.5
mc,fid25,p2,plant,post,left,amy,FF.csv,11.872000000000014,34
mc,fid25,p2,right screen,post,left,amy,FF.csv,99.43399999999997,34
mc,fid25,p2,right screen,pre,right,amy,FF.csv,127.00950000000002,25.5
mc,fid25,p2,right side,post,left,amy,FF.csv,19.951999999999998,34
mc,fid25,p2,right side,pre,right,amy,FF.csv,3.8724999999999454,25.5
mc,fid25,p3,center,post,right,amy,FF.csv,5.074999999999989,49
mc,fid25,p3,center,pre,left,amy,FF.csv,10.397499999999951,59
mc,fid25,p3,left screen,post,right,amy,FF.csv,87.31400000000001,31
mc,fid25,p3,left screen,pre,left,amy,FF.csv,34.47449999999998,59
mc,fid25,p3,left side,post,right,amy,FF.csv,18.987999999999985,31
mc,fid25,p3,left side,pre,left,amy,FF.csv,35.16200000000005,59
mc,fid25,p3,plant,post,right,amy,FF.csv,66.03199999999998,31
mc,fid25,p3,plant,pre,left,amy,FF.csv,14.700000000000003,59
mc,fid25,p3,right screen,post,right,amy,FF.csv,105.204,31
mc,fid25,p3,right screen,pre,left,amy,FF.csv,168.913,59
mc,fid25,p3,right side,post,right,amy,FF.csv,18.276000000000014,31
mc,fid25,p3,right side,pre,left,amy,FF.csv,36.933499999999995,59
mc,fid26,p1,center,pre,none,beverly,LS.csv,17.34350000000001,93
mc,fid26,p1,left screen,pre,none,beverly,LS.csv,94.496,93
mc,fid26,p1,left side,pre,none,beverly,LS.csv,47.53500000000001,93
mc,fid26,p1,plant,pre,none,beverly,LS.csv,17.61800000000001,93
mc,fid26,p1,right screen,post,none,beverly,LS.csv,290.40999999999997,11
mc,fid26,p1,right screen,pre,none,beverly,LS.csv,77.9585,93
mc,fid26,p1,right side,post,none,beverly,LS.csv,9.567000000000036,11
mc,fid26,p1,right side,pre,none,beverly,LS.csv,44.5595,93
mc,fid26,p2,center,post,left,beverly,LS.csv,9.767000000000024,31
mc,fid26,p2,center,pre,right,beverly,LS.csv,15.931500000000021,104.5
mc,fid26,p2,left screen,post,left,beverly,LS.csv,20.70199999999994,31
mc,fid26,p2,left screen,pre,right,beverly,LS.csv,43.0445,104.5
mc,fid26,p2,left side,post,left,beverly,LS.csv,13.811999999999983,31
mc,fid26,p2,left side,pre,right,beverly,LS.csv,54.69549999999998,104.5
mc,fid26,p2,plant,post,left,beverly,LS.csv,23.35899999999998,31
mc,fid26,p2,plant,pre,right,beverly,LS.csv,75.1805,104.5
mc,fid26,p2,right screen,post,left,beverly,LS.csv,220.35800000000006,31
mc,fid26,p2,right screen,pre,right,beverly,LS.csv,56.49099999999996,104.5
mc,fid26,p2,right side,post,left,beverly,LS.csv,14.021999999999943,31
mc,fid26,p2,right side,pre,right,beverly,LS.csv,53.86850000000008,104.5
mc,fid26,p3,center,pre,left,beverly,LS.csv,20.466499999999993,88.5
mc,fid26,p3,left screen,pre,left,beverly,LS.csv,69.2105,88.5
mc,fid26,p3,left side,pre,left,beverly,LS.csv,73.71350000000002,88.5
mc,fid26,p3,plant,pre,left,beverly,LS.csv,49.96449999999997,88.5
mc,fid26,p3,right screen,post,right,beverly,LS.csv,299.583,1
mc,fid26,p3,right screen,pre,left,beverly,LS.csv,41.916,88.5
mc,fid26,p3,right side,post,right,beverly,LS.csv,1.318000000000012,5
mc,fid26,p3,right side,pre,left,beverly,LS.csv,44.92749999999999,88.5
mc,fid27,p1,center,post,none,amber,SS.csv,1.6030000000000104,9
mc,fid27,p1,plant,post,none,amber,SS.csv,127.11599999999999,9
mc,fid27,p1,right screen,post,none,amber,SS.csv,60.22800000000001,9
mc,fid27,p1,right side,post,none,amber,SS.csv,108.118,9
mc,fid27,p2,center,post,right,amber,SS.csv,1.686499999999997,20.5
mc,fid27,p2,left screen,post,right,amber,SS.csv,178.01850000000007,21
mc,fid27,p2,left side,post,right,amber,SS.csv,42.13849999999994,21
mc,fid27,p2,plant,post,right,amber,SS.csv,59.3395,21
mc,fid27,p2,right side,post,right,amber,SS.csv,17.701500000000003,21
mc,fid27,p3,center,post,left,amber,SS.csv,15.811500000000002,26.5
mc,fid27,p3,left screen,post,left,amber,SS.csv,21.85450000000001,26.5
mc,fid27,p3,left side,post,left,amber,SS.csv,9.343499999999985,26.5
mc,fid27,p3,plant,post,left,amber,SS.csv,204.628,26.5
mc,fid27,p3,right screen,post,left,amber,SS.csv,9.381500000000003,26.5
mc,fid27,p3,right side,post,left,amber,SS.csv,36.33399999999999,26.5
mc,fid28,p1,center,post,none,becca,SS.csv,12.747999999999998,65.5
mc,fid28,p1,left screen,post,none,becca,SS.csv,152.87799999999987,65.5
mc,fid28,p1,left side,post,none,becca,SS.csv,35.504000000000126,65.5
mc,fid28,p1,plant,post,none,becca,SS.csv,9.525499999999978,65.5
mc,fid28,p1,right screen,post,none,becca,SS.csv,61.168000000000035,65.5
mc,fid28,p1,right side,post,none,becca,SS.csv,26.083999999999982,65.5
mc,fid28,p2,center,post,right,becca,SS.csv,9.105499999999996,85.5
mc,fid28,p2,left screen,post,right,becca,SS.csv,170.15649999999997,72.5
mc,fid28,p2,left side,post,right,becca,SS.csv,28.799500000000037,72.5
mc,fid28,p2,plant,post,right,becca,SS.csv,13.146000000000008,72.5
mc,fid28,p2,right screen,post,right,becca,SS.csv,68.80149999999999,72.5
mc,fid28,p2,right side,post,right,becca,SS.csv,13.302999999999985,72.5
mc,fid28,p3,center,post,left,becca,SS.csv,2.5345000000000013,49
mc,fid28,p3,left screen,post,left,becca,SS.csv,230.442,49
mc,fid28,p3,left side,post,left,becca,SS.csv,37.372499999999974,49
mc,fid28,p3,plant,post,left,becca,SS.csv,17.215500000000027,49
mc,fid28,p3,right screen,post,left,becca,SS.csv,1.4495000000000005,49
mc,fid28,p3,right side,post,left,becca,SS.csv,8.187999999999983,49
mc,fid29,p1,center,pre,none,alice,LS.csv,15.749999999999977,24
mc,fid29,p1,left screen,pre,none,alice,LS.csv,33.78499999999999,24
mc,fid29,p1,left side,pre,none,alice,LS.csv,31.933000000000014,24
mc,fid29,p1,plant,pre,none,alice,LS.csv,192.369,24
mc,fid29,p1,right screen,pre,none,alice,LS.csv,15.619,24
mc,fid29,p1,right side,pre,none,alice,LS.csv,9.206000000000017,24
mc,fid29,p2,center,pre,right,alice,LS.csv,11.661500000000004,44.5
mc,fid29,p2,left screen,pre,right,alice,LS.csv,40.700500000000005,44.5
mc,fid29,p2,left side,pre,right,alice,LS.csv,21.47500000000002,44.5
mc,fid29,p2,plant,pre,right,alice,LS.csv,113.36,44.5
mc,fid29,p2,right screen,pre,right,alice,LS.csv,76.244,44.5
mc,fid29,p2,right side,pre,right,alice,LS.csv,35.392999999999965,44.5
mc,fid29,p3,center,pre,left,alice,LS.csv,18.019500000000026,38
mc,fid29,p3,left screen,pre,left,alice,LS.csv,18.55300000000003,38
mc,fid29,p3,left side,pre,left,alice,LS.csv,15.614499999999964,38
mc,fid29,p3,plant,pre,left,alice,LS.csv,206.1875,38
mc,fid29,p3,right screen,pre,left,alice,LS.csv,23.809499999999993,38
mc,fid29,p3,right side,pre,left,alice,LS.csv,15.282499999999992,38
mc,fid3,p1,center,post,none,diana,LL.csv,33.005,7
mc,fid3,p1,center,pre,none,diana,LL.csv,3.170999999999994,9
mc,fid3,p1,plant,pre,none,diana,LL.csv,60.321999999999996,9
mc,fid3,p1,right screen,post,none,diana,LL.csv,251.88699999999994,7
mc,fid3,p1,right screen,pre,none,diana,LL.csv,228.277,9
mc,fid3,p1,right side,post,none,diana,LL.csv,13.61000000000002,7
mc,fid3,p1,right side,pre,none,diana,LL.csv,7.666999999999993,9
mc,fid3,p2,center,pre,right,diana,LL.csv,12.81600000000001,26
mc,fid3,p2,left screen,pre,right,diana,LL.csv,6.677,26
mc,fid3,p2,left side,pre,right,diana,LL.csv,22.685000000000002,26
mc,fid3,p2,plant,pre,right,diana,LL.csv,17.113,26
mc,fid3,p2,right screen,post,left,diana,LL.csv,298.188,1
mc,fid3,p2,right screen,pre,right,diana,LL.csv,194.70699999999997,26
mc,fid3,p2,right side,post,left,diana,LL.csv,1.73599999999999,3
mc,fid3,p2,right side,pre,right,diana,LL.csv,43.75000000000003,26
mc,fid3,p3,right screen,post,right,diana,LL.csv,296.279,5
mc,fid3,p3,right screen,pre,left,diana,LL.csv,299.65,1
mc,fid3,p3,right side,post,right,diana,LL.csv,4.538999999999987,7
mc,fid3,p3,right side,pre,left,diana,LL.csv,3.602000000000004,3
mc,fid30,p1,center,post,none,dawn,LL.csv,9.644000000000002,93
mc,fid30,p1,center,pre,none,dawn,LL.csv,20.899499999999993,68.5
mc,fid30,p1,left screen,post,none,dawn,LL.csv,166.1020000000001,93
mc,fid30,p1,left screen,pre,none,dawn,LL.csv,41.70250000000001,68.5
mc,fid30,p1,left side,post,none,dawn,LL.csv,44.95099999999994,93
mc,fid30,p1,left side,pre,none,dawn,LL.csv,27.697499999999998,68.5
mc,fid30,p1,plant,post,none,dawn,LL.csv,13.578499999999984,93
mc,fid30,p1,plant,pre,none,dawn,LL.csv,55.32200000000002,68.5
mc,fid30,p1,right screen,post,none,dawn,LL.csv,36.28650000000001,93
mc,fid30,p1,right screen,pre,none,dawn,LL.csv,123.83049999999994,68.5
mc,fid30,p1,right side,post,none,dawn,LL.csv,26.260499999999997,93
mc,fid30,p1,right side,pre,none,dawn,LL.csv,30.358999999999998,68.5
mc,fid30,p2,center,post,left,dawn,LL.csv,9.344999999999994,63
mc,fid30,p2,center,pre,right,dawn,LL.csv,34.485000000000014,127
mc,fid30,p2,left screen,post,left,dawn,LL.csv,45.67400000000001,63
mc,fid30,p2,left screen,pre,right,dawn,LL.csv,43.81949999999995,127
mc,fid30,p2,left side,post,left,dawn,LL.csv,39.36349999999997,63
mc,fid30,p2,left side,pre,right,dawn,LL.csv,59.627500000000055,127
mc,fid30,p2,plant,post,left,dawn,LL.csv,25.49050000000001,63
mc,fid30,p2,plant,pre,right,dawn,LL.csv,25.134999999999962,127
mc,fid30,p2,right screen,post,left,dawn,LL.csv,139.06400000000002,63
mc,fid30,p2,right screen,pre,right,dawn,LL.csv,77.51750000000007,127
mc,fid30,p2,right side,post,left,dawn,LL.csv,22.296000000000006,63
mc,fid30,p2,right side,pre,right,dawn,LL.csv,58.22299999999997,127
mc,fid30,p3,center,pre,left,dawn,LL.csv,31.102499999999935,136.5
mc,fid30,p3,left screen,pre,left,dawn,LL.csv,63.57899999999999,136.5
mc,fid30,p3,left side,pre,left,dawn,LL.csv,58.088000000000065,136.5
mc,fid30,p3,plant,pre,left,dawn,LL.csv,19.090499999999977,136.5
mc,fid30,p3,right screen,post,right,dawn,LL.csv,295.8445,9
mc,fid30,p3,right screen,pre,left,dawn,LL.csv,75.79249999999993,136.5
mc,fid30,p3,right side,post,right,dawn,LL.csv,5.074000000000012,11
mc,fid30,p3,right side,pre,left,dawn,LL.csv,50.275000000000105,136.5
mc,fid31,p1,center,post,none,bailey,LL.csv,17.19749999999999,41
mc,fid31,p1,center,pre,none,bailey,LL.csv,31.354000000000035,63.5
mc,fid31,p1,left screen,post,none,bailey,LL.csv,49.5155,41
mc,fid31,p1,left screen,pre,none,bailey,LL.csv,78.09899999999998,63.5
mc,fid31,p1,left side,post,none,bailey,LL.csv,36.17949999999999,41
mc,fid31,p1,left side,pre,none,bailey,LL.csv,39.50149999999999,63.5
mc,fid31,p1,plant,post,none,bailey,LL.csv,68.06700000000004,41
mc,fid31,p1,plant,pre,none,bailey,LL.csv,55.88799999999998,63.5
mc,fid31,p1,right screen,post,none,bailey,LL.csv,81.94050000000001,41
mc,fid31,p1,right screen,pre,none,bailey,LL.csv,50.41799999999999,63.5
mc,fid31,p1,right side,post,none,bailey,LL.csv,48.53599999999997,41
mc,fid31,p1,right side,pre,none,bailey,LL.csv,42.961000000000034,63.5
mc,fid31,p2,center,post,right,bailey,LL.csv,24.573999999999984,37.5
mc,fid31,p2,center,pre,left,bailey,LL.csv,6.740499999999997,30
mc,fid31,p2,left screen,post,right,bailey,LL.csv,19.787499999999994,37.5
mc,fid31,p2,left screen,pre,left,bailey,LL.csv,211.832,30
mc,fid31,p2,left side,post,right,bailey,LL.csv,24.157500000000013,37.5
mc,fid31,p2,left side,pre,left,bailey,LL.csv,45.712999999999994,30
mc,fid31,p2,plant,post,right,bailey,LL.csv,15.031000000000006,27
mc,fid31,p2,plant,pre,left,bailey,LL.csv,1.5360000000000014,32
mc,fid31,p2,right screen,post,right,bailey,LL.csv,186.17100000000005,37.5
mc,fid31,p2,right screen,pre,left,bailey,LL.csv,21.68699999999999,30
mc,fid31,p2,right side,post,right,bailey,LL.csv,45.017499999999984,37.5
mc,fid31,p2,right side,pre,left,bailey,LL.csv,11.412500000000009,30
mc,fid31,p3,center,post,left,bailey,LL.csv,7.074499999999986,18.5
mc,fid31,p3,center,pre,right,bailey,LL.csv,46.11550000000001,54.5
mc,fid31,p3,left screen,post,left,bailey,LL.csv,2.8015000000000043,18.5
mc,fid31,p3,left screen,pre,right,bailey,LL.csv,42.80999999999999,54.5
mc,fid31,p3,left side,post,left,bailey,LL.csv,5.873999999999995,18.5
mc,fid31,p3,left side,pre,right,bailey,LL.csv,60.99100000000004,54.5
mc,fid31,p3,plant,post,left,bailey,LL.csv,2.268000000000015,18.5
mc,fid31,p3,plant,pre,right,bailey,LL.csv,6.606499999999983,54.5
mc,fid31,p3,right screen,post,left,bailey,LL.csv,269.19300000000004,18.5
mc,fid31,p3,right screen,pre,right,bailey,LL.csv,89.40650000000001,54.5
mc,fid31,p3,right side,post,left,bailey,LL.csv,9.678999999999931,18.5
mc,fid31,p3,right side,pre,right,bailey,LL.csv,51.44699999999999,54.5
mc,fid32,p1,center,post,none,claire,INT.csv,14.690000000000008,30
mc,fid32,p1,center,pre,none,claire,INT.csv,28.830000000000005,28
mc,fid32,p1,left screen,post,none,claire,INT.csv,33.899999999999984,30
mc,fid32,p1,left screen,pre,none,claire,INT.csv,70.83449999999999,28
mc,fid32,p1,left side,post,none,claire,INT.csv,21.35200000000001,30
mc,fid32,p1,left side,pre,none,claire,INT.csv,40.91250000000001,28
mc,fid32,p1,plant,post,none,claire,INT.csv,14.94599999999999,30
mc,fid32,p1,plant,pre,none,claire,INT.csv,95.594,28
mc,fid32,p1,right screen,post,none,claire,INT.csv,194.857,30
mc,fid32,p1,right screen,pre,none,claire,INT.csv,36.16900000000001,28
