filename,number_transits,scorer,half,experiment,fishID,largeMalePosition,prePost,center,left screen,left side,plant,right screen,right side
mc_post_fid14_p1_Gadot_largeMale_none_delfina_LS.csv,19,Gadot,p1,mc,fid14,none,post,0,49.935,6.558,2.137,233.733,8.541
mc_post_fid14_p1_GAJWANI_largeMale_none_delfina_LS.csv,22,GAJWANI,p1,mc,fid14,none,post,0,49.917,5.072,2.405,231.418,10.944
mc_post_fid14_p2_EGBULONU_largeMale_left_delfina_LS.csv,8,EGBULONU,p2,mc,fid14,left,post,0,48.848,2.806,1.334,245.312,1.335
mc_post_fid14_p2_ESTRELLADO_largeMale_left_delfina_LS.csv,10,ESTRELLADO,p2,mc,fid14,left,post,1.598,49.196,1.868,0.804,245.467,1.336
mc_post_fid14_p2_FERNANDES_largeMale_left_delfina_LS.csv,6,FERNANDES,p2,mc,fid14,left,post,1.335,49.348,2.536,0,244.834,1.568
mc_post_fid14_p2_Gadot_largeMale_left_delfina_LS.csv,8,Gadot,p2,mc,fid14,left,post,0,49.814,1.875,1.602,245.324,1.601
mc_post_fid14_p2_GAJWANI_largeMale_left_delfina_LS.csv,6,GAJWANI,p2,mc,fid14,left,post,0,50.207,1.8,1.067,241.042,1.069
mc_post_fid14_p3_EGBULONU_largeMale_right_delfina_LS.csv,74,EGBULONU,p3,mc,fid14,right,post,14.945,77.87,27.135,7.217,138.475,37.095
mc_post_fid14_p3_ESTRELLADO_largeMale_right_delfina_LS.csv,81,ESTRELLADO,p3,mc,fid14,right,post,24.017,77.273,26.17,3.204,138.7,33.767
mc_post_fid14_p3_FERNANDES_largeMale_right_delfina_LS.csv,77,FERNANDES,p3,mc,fid14,right,post,19.336,71.616,32.207,4.533,132.532,41.288
mc_post_fid14_p3_Gadot_largeMale_right_delfina_LS.csv,80,Gadot,p3,mc,fid14,right,post,16.547,74.559,30.698,7.743,136.948,36.562
mc_post_fid14_p3_GAJWANI_largeMale_right_delfina_LS.csv,68,GAJWANI,p3,mc,fid14,right,post,13.876,81.411,24.571,8.272,140.588,32.572
mc_post_fid15_p1_EGBULONU_largeMale_none_chloe_INT.csv,81,EGBULONU,p1,mc,fid15,none,post,8.211,194.441,33.437,0,49.452,14.392
mc_post_fid15_p1_ESTRELLADO_largeMale_none_chloe_INT.csv,65,ESTRELLADO,p1,mc,fid15,none,post,10.145,201.638,24.453,0,46.169,15.66
mc_post_fid15_p1_FERNANDES_largeMale_none_chloe_INT.csv,60,FERNANDES,p1,mc,fid15,none,post,9.081,202.351,24.779,0,47.251,15.876
mc_post_fid15_p1_Gadot_largeMale_none_chloe_INT.csv,91,Gadot,p1,mc,fid15,none,post,8.801,191.819,35.273,0,47.527,15.494
mc_post_fid15_p1_GAJWANI_largeMale_none_chloe_INT.csv,31,GAJWANI,p1,mc,fid15,none,post,8.801,214.618,12.818,0,52.05,9.351
mc_post_fid15_p2_EGBULONU_largeMale_left_chloe_INT.csv,65,EGBULONU,p2,mc,fid15,left,post,9.075,43.772,18.426,4.267,190.156,31.972
mc_post_fid15_p2_ESTRELLADO_largeMale_left_chloe_INT.csv,61,ESTRELLADO,p2,mc,fid15,left,post,12.808,44.308,20.029,2.668,195.72,22.893
mc_post_fid15_p2_FERNANDES_largeMale_left_chloe_INT.csv,65,FERNANDES,p2,mc,fid15,left,post,11.748,44.172,19.118,2.401,187.151,35.105
mc_post_fid15_p2_Gadot_largeMale_left_chloe_INT.csv,79,Gadot,p2,mc,fid15,left,post,11.741,45.769,18.421,1.867,188.06,34.437
mc_post_fid15_p2_GAJWANI_largeMale_left_chloe_INT.csv,47,GAJWANI,p2,mc,fid15,left,post,10.413,46.44,16.617,2.403,201.36,21.087
mc_post_fid15_p3_EGBULONU_largeMale_right_chloe_INT.csv,39,EGBULONU,p3,mc,fid15,right,post,0,0,0,0,285.898,13.874
mc_post_fid15_p3_ESTRELLADO_largeMale_right_chloe_INT.csv,15,ESTRELLADO,p3,mc,fid15,right,post,0,0,0,0,295.362,5.343
mc_post_fid15_p3_FERNANDES_largeMale_right_chloe_INT.csv,25,FERNANDES,p3,mc,fid15,right,post,0,0,0,0,283.526,17.187
mc_post_fid15_p3_Gadot_largeMale_right_chloe_INT.csv,41,Gadot,p3,mc,fid15,right,post,0,0,0,0,283.46,16.02
mc_post_fid15_p3_GAJWANI_largeMale_right_chloe_INT.csv,1,GAJWANI,p3,mc,fid15,right,post,0,0,0,0,298.91,0
mc_post_fid16_p1_EGBULONU_largeMale_none_carla_LL.csv,38,EGBULONU,p1,mc,fid16,none,post,16.548,8.275,26.429,71.005,131.997,45.378
mc_post_fid16_p1_ESTRELLADO_largeMale_none_carla_LL.csv,48,ESTRELLADO,p1,mc,fid16,none,post,33.136,8.012,25.883,55.527,134.496,42.077
mc_post_fid16_p1_FERNANDES_largeMale_none_carla_LL.csv,46,FERNANDES,p1,mc,fid16,none,post,13.279,7.774,28.594,72.205,123.825,53.657
mc_post_fid16_p1_Gadot_largeMale_none_carla_LL.csv,50,Gadot,p1,mc,fid16,none,post,18.25,7.474,27.495,69.038,123.454,54.169
mc_post_fid16_p1_GAJWANI_largeMale_none_carla_LL.csv,38,GAJWANI,p1,mc,fid16,none,post,26.7,8.272,28.032,58.553,138.457,38.508
mc_post_fid16_p2_EGBULONU_largeMale_left_carla_LL.csv,50,EGBULONU,p2,mc,fid16,left,post,26.157,86.628,66.192,24.558,57.658,36.572
mc_post_fid16_p2_ESTRELLADO_largeMale_left_carla_LL.csv,57,ESTRELLADO,p2,mc,fid16,left,post,46.132,93.922,53.901,11.209,59.049,35.24
mc_post_fid16_p2_FERNANDES_largeMale_left_carla_LL.csv,55,FERNANDES,p2,mc,fid16,left,post,27.191,81.99,67.906,27.294,56.318,38.678
mc_post_fid16_p2_Gadot_largeMale_left_carla_LL.csv,53,Gadot,p2,mc,fid16,left,post,27.761,87.95,63.534,26.162,56.096,36.567
mc_post_fid16_p2_GAJWANI_largeMale_left_carla_LL.csv,51,GAJWANI,p2,mc,fid16,left,post,25.897,93.488,60.284,25.359,59.63,33.095
mc_post_fid16_p3_EGBULONU_largeMale_right_carla_LL.csv,36,EGBULONU,p3,mc,fid16,right,post,10.141,235.603,53.121,0,0,0
mc_post_fid16_p3_ESTRELLADO_largeMale_right_carla_LL.csv,23,ESTRELLADO,p3,mc,fid16,right,post,9.879,235.394,53.649,0,0,0
mc_post_fid16_p3_FERNANDES_largeMale_right_carla_LL.csv,35,FERNANDES,p3,mc,fid16,right,post,9.842,219.112,70.535,0,0,0
mc_post_fid16_p3_Gadot_largeMale_right_carla_LL.csv,40,Gadot,p3,mc,fid16,right,post,8.546,225.972,65.135,0,0,0
mc_post_fid16_p3_GAJWANI_largeMale_right_carla_LL.csv,23,GAJWANI,p3,mc,fid16,right,post,9.074,237.982,47.25,0,0,0
mc_post_fid17_p1_EGBULONU_largeMale_none_amanda_INT.csv,40,EGBULONU,p1,mc,fid17,none,post,13.344,82.212,34.815,16.008,106.735,45.656
mc_post_fid17_p1_ESTRELLADO_largeMale_none_amanda_INT.csv,38,ESTRELLADO,p1,mc,fid17,none,post,38.243,80.281,31.229,0,114.106,35.969
mc_post_fid17_p1_FERNANDES_largeMale_none_amanda_INT.csv,52,FERNANDES,p1,mc,fid17,none,post,35.531,77.143,34.239,0,100.768,51.729
mc_post_fid17_p1_Gadot_largeMale_none_amanda_INT.csv,50,Gadot,p1,mc,fid17,none,post,30.87,79.817,33.148,4.268,104.999,46.984
mc_post_fid17_p1_GAJWANI_largeMale_none_amanda_INT.csv,41,GAJWANI,p1,mc,fid17,none,post,29.098,76.907,34.174,4.803,113.454,39.351
mc_post_fid17_p2_EGBULONU_largeMale_right_amanda_INT.csv,5,EGBULONU,p2,mc,fid17,right,post,0,0,0,0,291.664,6.937
mc_post_fid17_p2_ESTRELLADO_largeMale_right_amanda_INT.csv,9,ESTRELLADO,p2,mc,fid17,right,post,0,0,0,0,286.48,11.208
mc_post_fid17_p2_FERNANDES_largeMale_right_amanda_INT.csv,17,FERNANDES,p2,mc,fid17,right,post,0,0,0,0,284.086,15.614
mc_post_fid17_p2_Gadot_largeMale_right_amanda_INT.csv,21,Gadot,p2,mc,fid17,right,post,0,0,0,0,283.274,16.818
mc_post_fid17_p2_GAJWANI_largeMale_right_amanda_INT.csv,3,GAJWANI,p2,mc,fid17,right,post,0,0,0,0,292.657,4.542
mc_post_fid17_p3_ESTRELLADO_largeMale_left_amanda_INT.csv,5,ESTRELLADO,p3,mc,fid17,left,post,0,0,0,0,294.225,5.068
mc_post_fid17_p3_FERNANDES_largeMale_left_amanda_INT.csv,25,FERNANDES,p3,mc,fid17,left,post,0,0,0,0,276.647,22.987
mc_post_fid17_p3_Gadot_largeMale_left_amanda_INT.csv,17,Gadot,p3,mc,fid17,left,post,0,0,0,0,283.346,16.551
mc_post_fid17_p3_GAJWANI_largeMale_left_amanda_INT.csv,3,GAJWANI,p3,mc,fid17,left,post,0,0,0,0,296.551,3.203
mc_post_fid18_p1_ESTRELLADO_largeMale_none_anna_LL.csv,42,ESTRELLADO,p1,mc,fid18,none,post,15.831,13.41,21.471,3.47,223.294,22.139
mc_post_fid18_p1_FERNANDES_largeMale_none_anna_LL.csv,39,FERNANDES,p1,mc,fid18,none,post,10.717,12.045,23.887,6.707,218.356,28.062
mc_post_fid18_p1_Gadot_largeMale_none_anna_LL.csv,44,Gadot,p1,mc,fid18,none,post,9.176,14.677,21.893,6.94,222.52,24.904
mc_post_fid18_p1_GAJWANI_largeMale_none_anna_LL.csv,31,GAJWANI,p1,mc,fid18,none,post,7.471,13.616,23.514,5.446,227.469,17.718
mc_post_fid18_p2_ESTRELLADO_largeMale_right_anna_LL.csv,21,ESTRELLADO,p2,mc,fid18,right,post,4.57,8.038,4.07,1.736,269.457,12.177
mc_post_fid18_p2_FERNANDES_largeMale_right_anna_LL.csv,20,FERNANDES,p2,mc,fid18,right,post,1.069,9.074,4.276,2.932,270.603,11.85
mc_post_fid18_p2_Gadot_largeMale_right_anna_LL.csv,23,Gadot,p2,mc,fid18,right,post,1.335,9.609,4.805,1.868,239.578,42.71
mc_post_fid18_p2_GAJWANI_largeMale_right_anna_LL.csv,11,GAJWANI,p2,mc,fid18,right,post,1.331,9.876,3.737,2.672,276.534,4.806
mc_post_fid18_p3_ESTRELLADO_largeMale_left_anna_LL.csv,40,ESTRELLADO,p3,mc,fid18,left,post,10.506,17.145,10.248,0,242.366,19.327
mc_post_fid18_p3_FERNANDES_largeMale_left_anna_LL.csv,40,FERNANDES,p3,mc,fid18,left,post,8.804,14.982,12.949,0,233.259,30.036
mc_post_fid18_p3_Gadot_largeMale_left_anna_LL.csv,42,Gadot,p3,mc,fid18,left,post,6.943,15.746,12.548,2.135,240.14,22.59
mc_post_fid18_p3_GAJWANI_largeMale_left_anna_LL.csv,37,GAJWANI,p3,mc,fid18,left,post,6.678,16.278,12.814,2.138,243.02,17.526
mc_post_fid19_p1_ESTRELLADO_largeMale_none_allison_FF.csv,66,ESTRELLADO,p1,mc,fid19,none,post,39.991,69.339,42.239,51.755,54.762,41.952
mc_post_fid19_p1_FERNANDES_largeMale_none_allison_FF.csv,58,FERNANDES,p1,mc,fid19,none,post,24.458,61.796,51.05,61.325,45.144,55.867
mc_post_fid19_p1_Gadot_largeMale_none_allison_FF.csv,60,Gadot,p1,mc,fid19,none,post,26.161,65.863,49.916,58.194,47.245,50.985
mc_post_fid19_p1_GAJWANI_largeMale_none_allison_FF.csv,57,GAJWANI,p1,mc,fid19,none,post,24.55,65.43,48.693,60.063,48.659,50.18
mc_post_fid19_p2_ESTRELLADO_largeMale_left_allison_FF.csv,59,ESTRELLADO,p2,mc,fid19,left,post,24.089,139.153,72.038,0,27.457,36.864
mc_post_fid19_p2_FERNANDES_largeMale_left_allison_FF.csv,61,FERNANDES,p2,mc,fid19,left,post,23.254,134.285,75.076,0,23.022,42.878
mc_post_fid19_p2_Gadot_largeMale_left_allison_FF.csv,63,Gadot,p2,mc,fid19,left,post,24.558,139.986,71.01,0,22.422,41.907
mc_post_fid19_p2_GAJWANI_largeMale_left_allison_FF.csv,51,GAJWANI,p2,mc,fid19,left,post,25.364,149.449,59.579,0,24.022,39.507
mc_post_fid19_p3_ESTRELLADO_largeMale_right_allison_FF.csv,55,ESTRELLADO,p3,mc,fid19,right,post,48.302,24.615,32.835,56.061,93.154,44.489
mc_post_fid19_p3_FERNANDES_largeMale_right_allison_FF.csv,45,FERNANDES,p3,mc,fid19,right,post,38.693,24.491,32.931,66.434,88.455,48.026
mc_post_fid19_p3_Gadot_largeMale_right_allison_FF.csv,46,Gadot,p3,mc,fid19,right,post,41.907,28.112,31.498,57.923,89.426,50.985
mc_post_fid19_p3_GAJWANI_largeMale_right_allison_FF.csv,42,GAJWANI,p3,mc,fid19,right,post,40.848,23.349,33.554,59.492,92.667,46.108
mc_post_fid2_p1_ADAMS_largeMale_none_daisy_LL.csv,80,ADAMS,p1,mc,fid2,none,post,18.467,29.097,32.231,11.216,163.088,44.988
mc_post_fid2_p1_BALLARD_largeMale_none_daisy_LL.csv,83,BALLARD,p1,mc,fid2,none,post,18.685,28.759,33.239,10.814,162.629,46.289
mc_post_fid2_p1_BAO_largeMale_none_daisy_LL.csv,99,BAO,p1,mc,fid2,none,post,24.593,26.97,32.288,9.079,158.706,48.029
mc_post_fid2_p1_cornish_largeMale_none_daisy_LL.csv,74,cornish,p1,mc,fid2,none,post,16.282,31.488,30.707,11.473,175.28,34.191
mc_post_fid2_p1_CUI_largeMale_none_daisy_LL.csv,75,CUI,p1,mc,fid2,none,post,18.948,31.624,32.075,7.508,172.125,36.048
mc_post_fid2_p2_ADAMS_largeMale_left_daisy_LL.csv,55,ADAMS,p2,mc,fid2,left,post,4.539,10.407,4.006,0,233.826,47.589
mc_post_fid2_p2_BALLARD_largeMale_left_daisy_LL.csv,55,BALLARD,p2,mc,fid2,left,post,3.736,11.748,3.735,0,236.203,44.015
mc_post_fid2_p2_BAO_largeMale_left_daisy_LL.csv,59,BAO,p2,mc,fid2,left,post,4.807,10.411,4.003,0,233.045,47.333
mc_post_fid2_p2_cornish_largeMale_left_daisy_LL.csv,16,cornish,p2,mc,fid2,left,post,4.539,10.408,3.74,0,264.483,14.079
mc_post_fid2_p2_CUI_largeMale_left_daisy_LL.csv,20,CUI,p2,mc,fid2,left,post,4.27,10.408,4.543,0,263.426,14.28
mc_post_fid2_p3_ADAMS_largeMale_right_daisy_LL.csv,65,ADAMS,p3,mc,fid2,right,post,10.672,103.355,28.029,6.409,119.984,33.108
mc_post_fid2_p3_BALLARD_largeMale_right_daisy_LL.csv,70,BALLARD,p3,mc,fid2,right,post,9.606,102.506,27.758,6.943,122.053,32.036
mc_post_fid2_p3_BAO_largeMale_right_daisy_LL.csv,81,BAO,p3,mc,fid2,right,post,13.084,99.319,30.686,5.339,117.306,35.684
mc_post_fid2_p3_cornish_largeMale_right_daisy_LL.csv,33,cornish,p3,mc,fid2,right,post,10.148,112.241,16.289,6.134,128.525,24.153
mc_post_fid2_p3_CUI_largeMale_right_daisy_LL.csv,31,CUI,p3,mc,fid2,right,post,10.411,115.779,14.682,6.678,130.457,22.422
mc_post_fid20_p1_ESTRELLADO_largeMale_none_daniela_LS.csv,59,ESTRELLADO,p1,mc,fid20,none,post,26.767,46.797,37.57,58,92.399,37.045
