time,code,class
1.005, o,1
2.341, p,1
30.902, o,1
33.842, p,1
53.857, o,1
55.993, d,1
56.795, m,1
58.663, d,1
59.197, s,1
61.332,a,1
72.814, s,1
73.879,a,1
90.43, s,1
92.297,a,1
97.902, s,1
98.17,a,1
105.113, s,1
105.913,a,1
176.115, s,1
177.983,a,1
204.943, s,1
205.744,a,1
228.966, s,1
230.036,a,1
259.133, s,1
260.733,a,1
282.621, s,1
284.221,a,1
300.913,END,0
