time,code,class
0.228,o,1
1.829,p,1
30.397,o,1
33.064,p,1
53.348,o,1
55.75,m,1
55.521,d,1
57.921,s,1
61.122,a,1
72.2,s,1
73.268,a,1
89.551,s,1
91.088,a,1
96.826,s,1
97.493,a,1
104.034,s,1
105.434,a,1
105.699,a,1
175.336,s,1
176.939,a,1
203.932,s,1
205.266,a,1
228.588,s,1
229.525,a,1
258.052,s,1
260.522,a,1
282.045,s,1
283.244,a,1
300.263,END,0
